bestfoodyn,etc,foodCost,foodMaterial,foodNm,lsttmAltrDttm,premiumyn,recommendyn,routeCd,routeNm,seasonMenu,seq,stdRestCd,stdRestNm,svarAddr
Y,휴게소에서 맛보는 맛있는 계란 라면!,4000,"고추,스프,파,마늘,꼬들면,김치",계란라면,2024-05-07,N,Y,122,광주대구선,4,6545,446,논공(대구)휴게소,대구 달성군 논공읍88올림픽고속도로 176
Y,"1. 연근은 흐르는 물에 깨긋이 씻은 후 얇게 썰어 끓는 소금물에 데쳐서 준비한다.
2. 야채(대파,양파,당근,표고) 채쳐서 준비한다.
3. 후라이팬에 식용유를 두르고 돼지고기다짐육을 볶은 다음 데친 연근과 야채를 같이 볶아준다.
4. 정제수를 넣고 굴소스와 간장으로 간을 맞춘다음 전분으로 농도를 맞추고 참기름을 넣고 마무리한다.",7500,"1. 돼지고기 다짐육 15g
2. 연근 45g
3. 대파 25g
4. 양파 25g
5. 표고 10g
6. 당근 5g
7. 밥 200g",대구연근덮밥,2024-05-07,N,N,122,광주대구선,4,9906,446,논공(대구)휴게소,대구 달성군 논공읍88올림픽고속도로 176
N,"1. 양지를 삶고 육수에 각종 야채를 넣고 한번 더 끓인다.
2. 우려낸 육수를 뚝배기에 담아 양지, 콩나물을 넣고 끓인다.
3. 다 끓인 육개장을 유기그릇에 담아 반찬과 밥을 함께 제공한다.",9500,"양지		50	g
대파		50	g
무		50	g
콩나물	40	g
밥		200	g
계란		45	g",대구육개장,2024-05-07,N,Y,122,광주대구선,4,4256,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 뚝배기에 우불고기와 불린 당면을 셋팅한다.
2. 야채는 길게 채썰어 준비한다.
3. 셋팅된 뚝배기에 물을 넣고 고기가 익을때까지 끓여준다.
4. 고기가 익으면 준비된 야채를 넣고 다시한번 끓인다.
5. 마지막으로 팽이버섯을 올려 고객에게 제공한다.",9500,"우불고기 180g
당면   	10g
팽이버섯   5g
물		250g
양파		10g			
대파		10g			
당근		5g",냄비불고기,2024-05-07,N,N,122,광주대구선,4,4257,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 양푼이냄비에 김치볶음, 물, 돼지고기를 넣고 화구에 올려 끓인다.
2. 끓어 오르면 두부를 넣는다.
3. 다 끓여진 찌개에 대파슬라이스를 올리고 반찬과 밥을 함께 제공한다.",8500,"김치볶음		125	g
대파		5 g
두부		40 g
물		220	g
돼지고기		40 g
밥		200	g",김치찌개,2024-05-07,N,N,122,광주대구선,4,4259,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 그릇에 순두부, 양파, 쥬키니,,대파,양념장,오징어,새우,바지락을 담아 놓는다.
2. 재료가 채워진 그릇에 육수를 넣고 화구에 올려 끓여준다.
3. 찌개가 끓으면 중란을 넣고 반숙정도로 익혀준다.
4. 대파를 올려 주고 반찬과 밥을 함께 제공한다",8500,"순두부	180g
양념장	25g
새우	10g
오징어	30g
쥬키니호박	10g
양파	25g
바지락	10g
밥	200	g
대파	10g
물	70g
중란		g",해물순두부찌개,2024-05-07,N,N,122,광주대구선,4,4261,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 된장찌개를 물과 1:1:5의 비율로 희석하여 끓인다.
2. 그릇에 호박과.양파.대파 
3. 다 끓여진 찌개에 대파슬라이스를 올리고 반찬과 밥을 함께 제공한다.",6500,"표고버섯	25g
된장찌개	142g
청양고추	5g
쥬키니호박	15g
두부	40g
물	220g
밥	200g
대파	10g
양파	10g",된장찌개,2024-05-07,N,N,122,광주대구선,4,4263,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 돈까스 패티를 튀긴다.
2. 튀긴 돈까스패티에 데미그라 소스를 뿌리고 밥,단무지,스위트콘,피클.샐러드를 곁들여 올린다.
3. 위 준비된 음식을 장국과 함께 제공한다.",9900,"돈까스	180g
데미그라소스	50g
양배추	40g
당근	5g
적양배추	10g
단무지	20g
스위트콘	15g
밥	150g
김치	30g
장국	70g
피클	15g
키위드레싱	25g",추억의 돈까스,2024-05-07,N,N,122,광주대구선,4,4264,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 접시에 우동면을 담고 유부, 건더기스프 대파 등을 올린다.
2. 준비된 음식에 우동육수를 담고 단무지.김치와 함께 제공한다.",6000,"유부	30g
우동면 430g
우동육수	230g
건더기스프 5g
대파	5g
단무지 40g
김치	40g",유부우동,2024-05-07,N,N,122,광주대구선,4,4268,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 접시에 우동면을 담고 꼬지어묵,건더기스프,쑥갓,대파등을 올린다.
2. 준비된 음식에 우동육수를 담고 단무지.김치와 함께 제공한다.",7000,"우동육수	430g
우동면	230g
건더기스프	5g
대파	5g
김치	40g
단무지	40g
꼬지어묵	60g",꼬치어묵우동,2024-05-07,N,N,122,광주대구선,4,4269,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 냄비에 물을 끓인다. 끓어 오르면 면과 스프를 넣고 끓인다.
2. 면이 어느정도 익으면 중란을 넣고 살짝 풀어준다.
3. 라면이 다 익으면 접시에 담고 대파를 올려 김치와 함께 제공한다",4000,"라면	120	g
중란	40	g
대파	10	g
물	       550 ml
김치	40	g
건더기스프 6 g",ex라면,2024-05-07,N,N,122,광주대구선,4,4273,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 냄비에 물을 끓인다.끓어 오르면 면과 스프를 넣고 끓인다.
2. 면이 어느정도 익으면 떡국떡과 만두를 놓고 끓인다.
3.  30초 뒤에 중란을 넣고 살짝 풀어준다.
4. 라면이 다 익으면 접시에 담고 대파를 올려 김치,단무지를 함께 제공한다",5500,"라면	120g
중란	40g
대파	10g
물	550g
교자만두	45g
떡국떡	25g
김치	40g
단무지	40g",떡만두라면,2024-05-07,N,N,122,광주대구선,4,4275,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1. 표고버섯, 쥬키니, 당근, 무 등을 채 썰어 나물을 만든다.
2. 콩나물을 삶아 놓는다.
3. 비빔밥그릇에 밥과 나물종류를 담는다. 
4. 계란후라이를 해서 비빔밥 위에 놓고 국물과 반찬등을 같이 제공한다.",9500,"밥 :200g
표고버섯 : 25g
쥬키니호박 : 30g
당근 : 20g
콩나물 : 25g
무 : 30g
상추 : 20g
중란 : 50g
비빔밥 고추장 : 30g
참기름 : 10g",냄비비빔밥,2024-05-07,N,N,122,광주대구선,s,6164,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
N,"1.알배추,대파,미나리,표고버섯.무.당근,양파,느타리버섯 등.야채는 가로 3cm 세로 2cm 두께로 썰어 준비한다
2.쭈꾸미는 흐르는 물에 깨끗하게 헹군후 체에 밭쳐 물기를 빼준다.
3.육수는 멸치,다시마,건고추를 넣고 5분간 끓여준뒤 채망에 걸러준뒤 썰어놓은 무를 넣고 5분간 더 끓여 준비한다 
4.미리 끓인 육수와 국간장 마늘 1t 스푼 소금 0.5t 를 넣고 준비된 야채 쭈꾸미를 모두 넣고 쎈 불로 2분 정도 끓인후 
미나리를 넣어 마무리 한다",6500,"대파 30g 
미나리 50g 
표고버섯 25g 
느타리버섯 30g 
당근  20g
알배추.30g 
양파 20g
쭈꾸미 5미",미나리쭈꾸미연포탕,2024-05-07,N,N,122,광주대구선,4,9886,447,논공(광주)휴게소,대구 달성군 논공읍88올림픽고속도로 175
Y,가평특산품인 잣과 소고기를 푹 끓여 낸 얼큰하고 감칠맛나는 전통 소고기 국밥,7500,"우육, 잣, 고사리, 된장, 대파, 마늘 등",가평잣소고기국밥,2024-05-07,N,N,600,서울양양선,4,2043,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
Y,부드러운 한우에 각종나물과 야채를 달궈낸 철판에 담아 내어 특제 비빔장과 비벼먹는 매콤 고소한 식감의 철판 비빔밥,8500,"한우,  콩나물, 호박, 당근,고사리, 표고버섯 등",한우철판비빔밥,2024-05-07,N,N,600,서울양양선,4,2045,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,"두툼한 돼지고기 및 오징어를 매콤한소스로 직화에 구워내 불맛을 낸 오삼불고기를 신선한 야채에 싸먹는 제대로 된 
쌈밥.",10000,"돈육, 오징어, 느타리버섯, 고추장, 케일, 깻잎, 상추 등",직화오삼불고기쌈밥,2024-05-07,Y,N,600,서울양양선,4,2046,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,불맛이 일품인 매콤한 쭈꾸미에 살짝데친 콩나물과 김을 넣어 비벼 먹는 맛있게 매운 쭈꾸미 비빔밥,10000,"쭈꾸미, 콩나물, 조미김, 청양고추가루,  대파 등",직화쭈꾸미비빔밥정식,2024-05-07,Y,N,600,서울양양선,4,2047,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,얼큰한 김치에 돈육을 넣어 푹 끓여 낸 국물맛이 일품인 가평휴게소 추천 메뉴,7000,"돈육, 김치, 두부, 당면, 팽이버섯, 대파 등",돈육김치찌개,2024-05-07,N,Y,600,서울양양선,4,2048,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,황태의 구수하고 시원한 맛에 담백한 두부를 담아 속이 시원해지는 건강한 황태 해장국,8000,"황태채, 두부, 콩가루, 사골육수, 부추 등",황제탕,2024-05-07,N,Y,600,서울양양선,4,2049,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,매콤한소스의 돈까스에 고소한 치즈를 얹어 남녀노소 누구나 좋아하는 퓨전 돈까스,8500,"등심돈까스, 데미그라스 소스, 체다슬라이스치즈, 양념소스 등",매운치즈돈까스,2024-05-07,N,Y,600,서울양양선,4,2050,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,뜨끈한 가쓰오 육수에 바삭한 왕새우 튀김을 얹은 정통 일본식 우동,6000,"우동면, 가쓰오우동소스, 유부, 왕새우 튀김 등",왕새우튀김우동,2024-05-07,N,Y,600,서울양양선,4,2051,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,정통 일본식 가쓰오 우동에 꼬치어묵을 곁들인 대표 우동,5000,"우동면, 가쓰오우동소스, 꼬치어묵, 대파, 유부 등",꼬치어묵우동,2024-05-07,N,Y,600,서울양양선,4,2052,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,"정통 데미그라스 소스에 돈까스, 함박스테이크, 큼직막한 소세지까지 한번에 즐길 수 있는 알찬 구성의 돈까스",9500,"돈까스, 함박스테이크, 소세지 등",스페셜 돈까스,2024-05-07,Y,N,600,서울양양선,4,2053,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
N,"가평휴게소 명물 호두잣과자는 달콤한 팥앙금에 고소한 호두살과 잣을 넣어 만든 남녀노소 누구나 좋아하느 대표간식입니다.
중량에 따라 2,000원, 3,000원, 5000원, 10,000원의 가격대로 판매 되어집니다.",5000,"팥앙금, 과자반죽, 호두살, 잣",호두잣과자,2024-05-07,Y,N,600,서울양양선,4,2064,454,가평(서울)휴게소,경기 가평군 설악면미사리 145
Y,가평특산품인 잣과 소고기를 푹 끓여 낸 얼큰하고 감칠맛 나는 전통 소고기 국밥,7500,"우육, 잣, 고사리, 된장, 대파, 마늘 등",가평잣소고기국밥,2024-05-07,N,N,600,서울양양선,4,2054,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,얼큰한 김치에 돈육을 넣어 푹 끓여 낸 국물맛이 일품인 가평휴게소 추천메뉴,7000,"돈육, 김치, 두부, 당면, 팽이버섯, 대파 등",돈육김치찌개,2024-05-07,N,Y,600,서울양양선,4,2055,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,두툼한 돼지고기 및 오징어를 매콤한 소스로 직화에 구워내 불맛을 낸 오삼불고기를 신선한 야채에 싸먹는 제대로 된 쌈밥,10000,"돈육, 오징어, 느타리버섯, 고추장, 케일, 깻잎, 상추 등",직화오삼불고기쌈밥,2024-05-07,Y,N,600,서울양양선,4,2056,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,불맛이 일품인 매콤한 쭈꾸미에 살짝데친 콩나물과 조미된 김을 넣어 비벼먹는 맛있게 매운 쭈꾸미 비빔밥,10000,"쭈꿈;, 콩나물, 조미김, 청양고추가루, 대파 등",직화쭈꾸미비빔밥,2024-05-07,Y,N,600,서울양양선,4,2057,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
Y,부드러운 한우에 각종나물과 야채를 달궈낸 철판에 담아 내어 특제 비빔장과 비벼먹는 매콤 고소한 식감의 철판 비빔밥,8500,"한우, 콩나물, 호박, 당근, 고사리, 표고버섯 등",한우철판비빔밥,2024-05-07,N,N,600,서울양양선,4,2058,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,황태의 구수하고 시원한 맛에 담백한 두부를 담아 속이 시원해지는 건강한 황태 해장국,8000,"황태체, 두부, 콩가루, 사골육수, 부추 등",황제탕,2024-05-07,N,Y,600,서울양양선,4,2059,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,"정통데미그라스 소스에 돈까스, 함박스테이크, 큼직막한 소세지까지 한번에 즐길 수 있는 알찬 구성의 돈까스",9500,"돈까스, 함박스테이크, 소세지 등",스페셜돈까스,2024-05-07,N,Y,600,서울양양선,4,2061,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,정통일본식 가쓰오 우동에 꼬치어묵을 곁들인 대표 우동,5000,"우동면, 가쓰오 우동소스, 꼬치어묵, 대파, 유부 등",꼬치어묵우동,2024-05-07,N,Y,600,서울양양선,4,2062,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,뜨끈한 가쓰오 육수에 바삭한 왕새우 튀김을 얹은 정통 일본식 우동,6000,"우동면, 가쓰오 우동소스, 유부, 왕새우 튀김 등",왕새우튀김우동,2024-05-07,N,N,600,서울양양선,4,2063,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,"가평휴게소 명물 호두잣과자는 달콤한 팥앙금에 고소한 호두살과 잣을 넣어 만든 남녀노소 누구나 좋아하느 대표간식입니다.
중량에 따라 2,000원, 3,000원, 5000원, 10,000원의 가격대로 판매 되어집니다.",5000,"팥앙금, 과자반죽, 호두살, 잣",호두잣과자,2024-05-07,Y,N,600,서울양양선,4,2066,455,가평(춘천)휴게소,경기 가평군 설악면미사리 149
N,,14000,,옛날왕돈까스,2024-05-07,Y,Y,170,평택파주선,4,1670,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
N,,9500,,짬뽕순두부찌개,2024-05-07,N,Y,170,평택파주선,4,1671,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
N,,8000,,귀신짬뽕,2024-05-07,N,N,170,평택파주선,4,2764,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
Y,,16500,,왕갈비탕,2024-05-07,Y,N,170,평택파주선,4,5365,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
N,,10500,,맑은나주곰탕,2024-05-07,Y,Y,170,평택파주선,4,5366,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
Y,,10500,,삼겹살고추장불고기,2024-05-07,N,Y,170,평택파주선,4,5367,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
N,,9500,,해물특짬뽕,2024-05-07,Y,Y,170,평택파주선,4,8264,456,오산(봉담)휴게소,경기 오산시 지곶동56-8
Y,,16500,,왕갈비탕,2024-05-07,Y,N,170,평택파주선,4,1672,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
N,,9500,,짬뽕순두부찌개,2024-05-07,N,Y,170,평택파주선,4,1673,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
N,,8000,,귀신짬뽕,2024-05-07,N,N,170,평택파주선,4,2767,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
N,,14000,,옛날왕돈까스,2024-05-07,Y,Y,170,평택파주선,4,5363,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
N,,10500,,맑은나주곰탕,2024-05-07,Y,Y,170,평택파주선,4,5364,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
Y,,10500,,삼겹살고추장불고기,2024-05-07,N,Y,170,평택파주선,4,5368,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
N,,9500,,해물특짬뽕,2024-05-07,Y,Y,170,평택파주선,4,8265,457,오산(동탄)휴게소,경기 오산시 지곶동60-10
Y,"송산 포도휴게소에서 직접 담근 우리콩 된장과 국내산 우렁으로
한끼 식사 든든한 하루되세요~",7500,,국산 우렁 우리콩된장찌개,2024-05-07,N,N,1530,평택시흥선,4,1775,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
N,"통밀을 사용한 쫄깃한 우동면과 날치알과 김치에 조합  알밥 추가요~
저렴한 가격으로 두가지를 동시에 맛 볼수 있는 장점",7300,,통밀 알밥우동정식,2024-05-07,N,Y,1530,평택시흥선,4,1777,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
N,"이렇게 맛나~?
맛평가 좋은 맛나 제육 정식^^
하루 한정수량 판매로 판매시간 놓치면 후회합니다~",9000,,맛나제육정식,2024-05-07,N,Y,1530,평택시흥선,4,1778,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
N,"해물의 시원함과  칼칼한 국물
쫄깃한 면으로 새로운 라면의 세계~
자꾸 당기는 매콤함 
한번 드시러 오세요^^",6000,,얼큰해물라면,2024-05-07,N,Y,1530,평택시흥선,4,1780,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
Y,"송산 포도휴게소에서만 맛 볼수있는 특별한 간식 ""송산 포도호두과자""
전국 어디에서도 찾아볼수 없는 20년 경력에 베태랑 사장님이 직접 발로뛰어 개발한 
국내산 포도즙을 첨가하여 특색있는 포도호두과자 개발 성공
바삭한 식감의 빵과 부드러운 팥앙금이 가득 가득~

<상품가격>
- 선물용:20,000원/ 11,000원
- 즉   석: 5,500원/ 3,500원",11000,,송산 포도호두과자,2024-05-07,N,N,1530,평택시흥선,4,1802,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
N,"바삭한 돈가스와 카레의 만남
고민하시지 말고 두가지 동시에 드셔보세요~",9000,,카레돈가스,2024-05-07,N,Y,1530,평택시흥선,4,4867,458,송산포도휴게소,경기 화성시 송산면고정리 349-26
N,,7000,,소고기등심국밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1730,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7000,,장수돌솥비빔밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1731,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,6500,,산채비빔밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1732,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,10000,,정안왕갈비탕,2024-05-07,N,N,250,"논산천안선,호남선",4,1733,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7000,,정안숨두부찌개,2024-05-07,N,N,250,"논산천안선,호남선",4,1734,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7000,,촌돼지김치찌개,2024-05-07,N,N,250,"논산천안선,호남선",4,1735,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7500,,낙지덮밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1736,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,6000,,토속된장찌개,2024-05-07,N,N,250,"논산천안선,호남선",4,1737,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7000,,돌솥밥된장찌개정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1738,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,8000,,돌솥밥순두부찌개정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1739,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7500,,순살등심돈가스,2024-05-07,N,N,250,"논산천안선,호남선",4,1740,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,8000,,별난햄버그덮밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1741,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,8000,,치즈돈가스,2024-05-07,N,N,250,"논산천안선,호남선",4,1742,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4500,,꼬치어묵우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1743,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4500,,별미잔치국수,2024-05-07,N,N,250,"논산천안선,호남선",4,1744,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,6500,,맛살유부우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1745,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,5000,,왕새우튀김우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1746,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,5000,,다리야우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1747,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4500,,해물냄비우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1748,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,6000,,별미자장면,2024-05-07,N,N,250,"논산천안선,호남선",4,1749,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,5000,,라면정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1750,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4000,,떡만두라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1751,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,3500,,충무김밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1752,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,5000,,해물짬뽕라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1753,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,5000,,신라면정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1754,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4000,,김치버섯라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1755,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,4500,,치즈라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1756,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,6000,,도시락라면정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1757,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,3500,,야채김밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1758,459,정안알밤(천안)휴게소,충남 공주시 정안면논산천안고속도로 58
N,,7000,,소고기등심국밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1684,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6500,,산채비빔밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1685,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,7000,,전통화심순두부찌개,2024-05-07,Y,Y,250,"논산천안선,호남선",4,1686,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,7000,,장수돌솥비빔밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1687,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,7000,,촌돼지김치찌개,2024-05-07,N,N,250,"논산천안선,호남선",4,1688,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6000,,토속된장찌개,2024-05-07,N,N,250,"논산천안선,호남선",4,1689,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,7500,,철판버섯제육덮밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1691,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,8000,,철판낙지덮밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1692,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,7000,,고등어생선구이,2024-05-07,N,N,250,"논산천안선,호남선",4,1696,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6500,,알밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1697,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,9000,,신선한참치회덮밥,2024-05-07,Y,N,250,"논산천안선,호남선",s,1698,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,5500,,가쓰오어묵우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1702,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6500,,왕새우튀김우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1703,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,5000,,가쓰오유부우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1704,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,4500,,별미잔치국수,2024-05-07,N,N,250,"논산천안선,호남선",4,1705,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6000,,해물냄비우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1706,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,5000,,다리야우동,2024-05-07,N,N,250,"논산천안선,호남선",4,1707,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6000,,별미자장면,2024-05-07,N,N,250,"논산천안선,호남선",4,1708,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,5000,,라면정식,2024-05-07,N,N,250,"논산천안선,호남선",4,1709,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,4500,,떡만두라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1710,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,3500,,충무김밥,2024-05-07,N,N,250,"논산천안선,호남선",4,1711,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,4500,,부대라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1712,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,5000,,꼬치어묵매운라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1713,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,4500,,치즈라면,2024-05-07,N,N,250,"논산천안선,호남선",4,1714,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,9000,,수제생등심돈가스,2024-05-07,Y,N,250,"논산천안선,호남선",4,1716,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,8000,,모짜렐라치즈돈가스,2024-05-07,N,N,250,"논산천안선,호남선",4,1717,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6000,,얼큰이칼국수,2024-05-07,N,N,250,"논산천안선,호남선",4,1723,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6000,,고향칼국수,2024-05-07,N,N,250,"논산천안선,호남선",4,1724,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
N,,6500,,물냉면,2024-05-07,N,N,250,"논산천안선,호남선",s,1728,460,정안알밤(논산)휴게소,충남 공주시 정안면논산천안고속도로 57
